Title,Train Loss,Train Accuracy,Test Accuracy,Infer Accuracy
demo_adam3,0.0900685120900472,0.7269333333333333,0.764875,0.7815
demo_adam3,0.07688973633448283,0.7720333333333333,0.817625,0.817
demo_adam3,0.07066844316058689,0.7935277777777778,0.834125,0.8265
demo_adam3,0.06666024319728216,0.8049708333333333,0.808125,0.806
demo_adam3,0.06374140083312989,0.8028633333333334,0.761,0.764
demo_adam3,0.06135998185210758,0.7907083333333333,0.704875,0.71
demo_adam3,0.05942169205347697,0.7769,0.672875,0.688
demo_adam3,0.05776956429282824,0.7637541666666666,0.65175,0.6555
demo_adam3,0.05632957525341599,0.7520592592592592,0.65025,0.651
demo_adam3,0.055052995270888014,0.74177,0.629875,0.6275
