Title,Train Loss,Train Accuracy,Test Accuracy,Infer Accuracy
demo_rs2,0.14784314578374227,0.30368333333333336,0.268875,0.271
demo_rs2,0.1278120685895284,0.2834333333333333,0.2605,0.263
demo_rs2,0.11784892982906765,0.27423333333333333,0.259125,0.2645
demo_rs2,0.11106486541430155,0.2680666666666667,0.24925,0.252
demo_rs2,0.10600009335517883,0.2636,0.244875,0.246
demo_rs2,0.10207994706100888,0.2607388888888889,0.234875,0.237
demo_rs2,0.09881709889230274,0.25852380952380954,0.25425,0.262
demo_rs2,0.09607116668224334,0.2577875,0.25175,0.2495
demo_rs2,0.09365393278333876,0.25749074074074074,0.261125,0.2665
demo_rs2,0.09149565897782644,0.257675,0.257875,0.2625
