Title,Train Loss,Train Accuracy,Test Accuracy,Infer Accuracy
demo3,3220.7177549256007,0.10133333333333333,0.10175,0.093
demo3,2835.623760796134,0.10429166666666667,0.102375,0.0905
demo3,2382.9721081522835,0.11048333333333334,0.09775,0.109
demo3,2232.6308708277543,0.11243333333333333,0.198625,0.1805
demo3,2151.3305349434536,0.11360666666666666,0.1525,0.1425
demo3,2020.8291020362112,0.11878333333333334,0.102625,0.0905
demo3,1980.47278027955,0.11846190476190477,0.102,0.093
demo3,1904.833003708148,0.11906666666666667,0.1155,0.104
demo3,1826.3694676479834,0.12040555555555556,0.193875,0.178
demo3,1758.0072871331852,0.12225,0.101125,0.117
