Title,Train Loss,Train Accuracy,Test Accuracy,Infer Accuracy
demo_nn3,0.08455325328509013,0.6474666666666666,0.617625,0.6035
demo_nn3,0.07322058884302775,0.6251083333333334,0.6055,0.5965
demo_nn3,0.06802451000213623,0.6232388888888889,0.631875,0.621
demo_nn3,0.06458456103801727,0.6295333333333333,0.667625,0.651
demo_nn3,0.06210910418828328,0.6401466666666666,0.6885,0.673
demo_nn3,0.06027223310205672,0.650575,0.689875,0.674
demo_nn3,0.0587833379086994,0.6593785714285715,0.70725,0.679
demo_nn3,0.057659030320247016,0.6652375,0.709875,0.6945
demo_nn3,0.056600532503481266,0.6692851851851852,0.67975,0.662
demo_nn3,0.05566593279202779,0.6717433333333334,0.6745,0.6655
