Title,Train Loss,Train Accuracy,Test Accuracy,Infer Accuracy
demo2,700.548485934639,0.10496666666666667,0.10025,0.099
demo2,487.193848224481,0.12245,0.347625,0.344
demo2,376.83250714965396,0.1360222222222222,0.183,0.186
demo2,314.6910700635751,0.14382083333333334,0.228625,0.2305
demo2,273.1926035899226,0.14705666666666667,0.176125,0.1715
demo2,245.82671313293244,0.1492638888888889,0.109875,0.11
demo2,226.48792718523117,0.1515142857142857,0.152,0.148
demo2,211.47876359624067,0.15278125,0.26325,0.269
demo2,198.34821249696944,0.15341296296296297,0.12025,0.1215
demo2,187.48324612031936,0.15827833333333333,0.15875,0.15
