Title,Train Loss,Train Accuracy,Test Accuracy,Infer Accuracy
demo_nn_rs1,0.1546820741971334,0.7761333333333333,0.801,0.7965
demo_nn_rs1,0.1331122340520223,0.7893583333333334,0.790875,0.762
demo_nn_rs1,0.12255279897054036,0.7925111111111112,0.773625,0.7355
demo_nn_rs1,0.11552236785093943,0.7955166666666666,0.80775,0.771
demo_nn_rs1,0.1102576901658376,0.7988,0.8085,0.7805
demo_nn_rs1,0.10619771286116705,0.8017138888888888,0.821375,0.7835
demo_nn_rs1,0.1027628592241378,0.8052214285714285,0.82325,0.7965
demo_nn_rs1,0.09972918905218442,0.8087791666666667,0.82925,0.806
demo_nn_rs1,0.09717356350333603,0.8124444444444444,0.828125,0.8045
demo_nn_rs1,0.09490218861420949,0.815665,0.839375,0.8135
