Title,Train Loss,Train Accuracy,Test Accuracy,Infer Accuracy
demo4,1446.0931668568928,0.10366666666666667,0.215125,0.231
demo4,1040.7226447891235,0.11478333333333333,0.098875,0.1045
demo4,907.8836687917074,0.12047777777777778,0.09875,0.105
demo4,815.6119654284159,0.12294166666666667,0.09875,0.105
demo4,754.0657850250244,0.12482,0.103625,0.107
demo4,720.150268618944,0.12692777777777778,0.241625,0.247
demo4,688.719838243321,0.1299857142857143,0.09875,0.105
demo4,663.2292110101064,0.13215,0.111125,0.115
demo4,639.4161398721201,0.13529444444444444,0.310625,0.316
demo4,614.5084416987102,0.14032333333333333,0.09875,0.1045
