Title,Train Loss,Train Accuracy,Test Accuracy,Infer Accuracy
demo7,3.0294392710367837,0.16308333333333333,0.312125,0.301
demo7,1.9708487887700399,0.22444166666666668,0.367125,0.3695
demo7,1.5751604904386731,0.2533222222222222,0.385,0.368
demo7,1.3242832997481029,0.2814083333333333,0.299125,0.261
demo7,1.1508780120340982,0.29489333333333334,0.2895,0.2695
demo7,1.02350749563641,0.30615,0.441,0.429
demo7,0.9197734880538214,0.31744285714285714,0.365875,0.3535
demo7,0.8452642130057016,0.32440625,0.345625,0.3395
demo7,0.7824731663845204,0.3297907407407407,0.387,0.38
demo7,0.7311194320106507,0.33392,0.286625,0.2825
