Title,Train Loss,Train Accuracy,Test Accuracy,Infer Accuracy
demo_adam2,0.07042581040064494,0.7425333333333334,0.80325,0.813
demo_adam2,0.06109711354573568,0.7864333333333333,0.825875,0.8485
demo_adam2,0.05633323420948452,0.8099888888888889,0.856125,0.871
demo_adam2,0.053219236266613006,0.8238583333333334,0.85225,0.8645
demo_adam2,0.05076810861905416,0.8321566666666667,0.82325,0.8405
demo_adam2,0.04881790556112925,0.8366083333333333,0.83725,0.8515
demo_adam2,0.047123252498535884,0.8365071428571429,0.7955,0.822
demo_adam2,0.045660657675067585,0.8336083333333333,0.735125,0.761
demo_adam2,0.04440255455882461,0.8270259259259259,0.7235,0.75
demo_adam2,0.04322643122116725,0.8186033333333333,0.671375,0.6885
