Title,Train Loss,Train Accuracy,Test Accuracy,Infer Accuracy
demo_nn1,2.5550854305267334,0.16473333333333334,0.2605,0.2545
demo_nn1,1.8953412930806477,0.19515833333333332,0.1025,0.085
demo_nn1,1.5914146483951144,0.21288333333333334,0.2115,0.2155
demo_nn1,1.4233427586873373,0.2224875,0.291125,0.291
demo_nn1,1.3044850632476808,0.23210666666666666,0.166875,0.1725
demo_nn1,1.2342098692364163,0.23626666666666668,0.329625,0.326
demo_nn1,1.173433550453186,0.2441095238095238,0.103125,0.093
demo_nn1,1.1243356677850087,0.24880208333333334,0.10225,0.091
demo_nn1,1.093570401149326,0.25468703703703705,0.384875,0.3665
demo_nn1,1.0641338494110106,0.25879,0.371625,0.3765
