Title,Train Loss,Train Accuracy,Test Accuracy,Infer Accuracy
demo1,276.65074968617756,0.11415,0.101125,0.108
demo1,180.36986317316692,0.13519166666666665,0.188625,0.1965
demo1,137.03253850623236,0.15307777777777778,0.204875,0.2015
demo1,114.66245871365865,0.1640875,0.145625,0.1655
demo1,100.77602293039958,0.16943,0.1835,0.1775
demo1,91.4676065679762,0.1723861111111111,0.1255,0.1285
demo1,84.15118170740037,0.17559285714285713,0.200875,0.196
demo1,78.88367058607737,0.180275,0.243625,0.2335
demo1,74.10715824692338,0.18635370370370372,0.2615,0.2515
demo1,70.55571113805135,0.18967666666666666,0.283875,0.2755
