Title,Train Loss,Train Accuracy,Test Accuracy,Infer Accuracy
demo_ne1,0.14127315664291382,0.6939,0.76125,0.7565
demo_ne1,0.1224680016040802,0.74675,0.771375,0.7745
demo_ne1,0.11223702966372172,0.7784722222222222,0.856375,0.8575
demo_ne1,0.10687494200070699,0.7989458333333334,0.857125,0.8505
demo_ne1,0.10198077303568522,0.80481,0.793375,0.7915
demo_ne1,0.09757386546929678,0.8054222222222223,0.772375,0.776
demo_ne1,0.09380318080130078,0.8030261904761905,0.73125,0.7305
demo_ne1,0.09073235956430435,0.78854375,0.6715,0.6695
demo_ne1,0.08808704225398876,0.7773851851851852,0.6705,0.662
demo_ne1,0.08573930323282877,0.7676216666666666,0.669,0.6705
