Title,Train Loss,Train Accuracy,Test Accuracy,Infer Accuracy
demo_nn_rs3,0.12978738164901735,0.28935,0.26875,0.2795
demo_nn_rs3,0.11451595573425292,0.28873333333333334,0.26625,0.2735
demo_nn_rs3,0.10667844875123765,0.29107222222222223,0.29475,0.301
demo_nn_rs3,0.10131358093818028,0.29622916666666665,0.301625,0.3075
demo_nn_rs3,0.09705102137247722,0.3007033333333333,0.330625,0.3395
demo_nn_rs3,0.09359557121329837,0.3059138888888889,0.316625,0.333
demo_nn_rs3,0.09063422858147394,0.30916190476190475,0.328125,0.3345
demo_nn_rs3,0.08816069102287293,0.31454375,0.339375,0.346
demo_nn_rs3,0.08578489688590721,0.31774074074074077,0.35025,0.3605
demo_nn_rs3,0.08361772004127502,0.3217466666666667,0.357625,0.3665
